source_record_id,source_image_path,source_annotation_path,source_subtype_labels,source_subtype_counts,mapped_object_count,mapped_object_label_counts,road_marking_present,sha256,exact_duplicate_group_id,duplicate_role,selection_rule,candidate_status
410a,data/raw/v2/ceymo/train/extracted/train/images/410a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/410a.xml,BL;DM;SA,BL:1;DM:3;SA:1,5,road_marking:5,yes,ac7745630e8f49ab6dafcd153f30205eee227d3f380e0d81cf35997dbd7d7da6,,unique,audited_source_training_record,pre_split_source_candidate
411,data/raw/v2/ceymo/train/extracted/train/images/411.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/411.xml,PC,PC:1,1,road_marking:1,yes,a0e5fc56a21aaede72fbf3bf36ff052097be99bd6808cd557807b224932753d2,,unique,audited_source_training_record,pre_split_source_candidate
412,data/raw/v2/ceymo/train/extracted/train/images/412.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/412.xml,JB,JB:1,1,road_marking:1,yes,63acd5c3064880ab481c213241a180e12ccc2c8659b26dc69fba89328f830b4d,,unique,audited_source_training_record,pre_split_source_candidate
412a,data/raw/v2/ceymo/train/extracted/train/images/412a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/412a.xml,JB,JB:1,1,road_marking:1,yes,779f7a7d406b6f52567595197838d40e6837b9383c4eef5e06d64b03f5eaf458,,unique,audited_source_training_record,pre_split_source_candidate
412b,data/raw/v2/ceymo/train/extracted/train/images/412b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/412b.xml,JB,JB:1,1,road_marking:1,yes,f8a2cc15b661a6639dbdd23b5ee094149c7ae84d5cf14a9dace860811a2b1b81,,unique,audited_source_training_record,pre_split_source_candidate
412c,data/raw/v2/ceymo/train/extracted/train/images/412c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/412c.xml,JB,JB:1,1,road_marking:1,yes,829fd825decbfe5f84473b9f51dfbaf277d706f37ad144b1caee0f36e5dc6056,,unique,audited_source_training_record,pre_split_source_candidate
412d,data/raw/v2/ceymo/train/extracted/train/images/412d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/412d.xml,JB,JB:1,1,road_marking:1,yes,2b57218e2128c5ef57451da7297e3acbcfc8a5d2f016380682b03938dd1696f4,,unique,audited_source_training_record,pre_split_source_candidate
413,data/raw/v2/ceymo/train/extracted/train/images/413.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/413.xml,SA,SA:1,1,road_marking:1,yes,8ba2a286ec09eaaef76aaed915afc74c9a7fabb7468cd875c33cfad54fbf3730,,unique,audited_source_training_record,pre_split_source_candidate
413a,data/raw/v2/ceymo/train/extracted/train/images/413a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/413a.xml,SA,SA:1,1,road_marking:1,yes,caedee851589222ea8b6be3535c1383dd09c9aa9d49a646ce53f08564df7a0fd,,unique,audited_source_training_record,pre_split_source_candidate
413b,data/raw/v2/ceymo/train/extracted/train/images/413b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/413b.xml,SA,SA:1,1,road_marking:1,yes,d99c6a8bf2cdb181f31b3bb1037880c689785bd7113e98f75224429b3b08b713,,unique,audited_source_training_record,pre_split_source_candidate
414,data/raw/v2/ceymo/train/extracted/train/images/414.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/414.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,85aafebbc78f4163df7efcca883e9ee3cd48bb2994c54af885c68adef144779e,,unique,audited_source_training_record,pre_split_source_candidate
414a,data/raw/v2/ceymo/train/extracted/train/images/414a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/414a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,1f28d1d3b34b91db8b23ca2f2ba64f0c207db4abbb33bbf51fae46096c30496a,,unique,audited_source_training_record,pre_split_source_candidate
414b,data/raw/v2/ceymo/train/extracted/train/images/414b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/414b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,c2e580eb7f971df41a41026f2eb00c5d647f8809f1331722d54be7cfa39befc4,,unique,audited_source_training_record,pre_split_source_candidate
414c,data/raw/v2/ceymo/train/extracted/train/images/414c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/414c.xml,BL,BL:1,1,road_marking:1,yes,5a30234c3d9b6695b3fb4f9a37bdabf888692ae99c38db2441546219b27bdffd,,unique,audited_source_training_record,pre_split_source_candidate
415,data/raw/v2/ceymo/train/extracted/train/images/415.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/415.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,8ba386b44584b23abbee8d06b1bae2f13445144430b75c7c408ee6ad3cd57d8c,,unique,audited_source_training_record,pre_split_source_candidate
415a,data/raw/v2/ceymo/train/extracted/train/images/415a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/415a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,bf6b9f694b757468957aadf4de6849f7dda2b7be5da50f916d25e2363563bed1,,unique,audited_source_training_record,pre_split_source_candidate
415b,data/raw/v2/ceymo/train/extracted/train/images/415b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/415b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,9a8c54d8b78c82e767d859940bf57bb1f43f328af12f512df29cf2c231b5cc9a,,unique,audited_source_training_record,pre_split_source_candidate
415c,data/raw/v2/ceymo/train/extracted/train/images/415c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/415c.xml,BL,BL:1,1,road_marking:1,yes,7b180d8286c0da56a62335c99a329b43c895a11e77496354f651edeb9ec18a64,,unique,audited_source_training_record,pre_split_source_candidate
416,data/raw/v2/ceymo/train/extracted/train/images/416.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/416.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,8e966631d0e2b83c0c862c292fe49d45d4b3f6bc4338924009666563a3f9f49b,,unique,audited_source_training_record,pre_split_source_candidate
416a,data/raw/v2/ceymo/train/extracted/train/images/416a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/416a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,9bba23815178ebfc9a30c490b03b279d1897a55983156cca77a09b05d095da99,,unique,audited_source_training_record,pre_split_source_candidate
416b,data/raw/v2/ceymo/train/extracted/train/images/416b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/416b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,2bd95e4d5ef5a2c93b46aefcf67031d1fa059a1b368c4dfdf7097cd6b2d5df4e,,unique,audited_source_training_record,pre_split_source_candidate
416c,data/raw/v2/ceymo/train/extracted/train/images/416c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/416c.xml,BL,BL:1,1,road_marking:1,yes,dab45c9e698234685dc51a74321ab88a5820087e119cd4b46e420489b00796ab,,unique,audited_source_training_record,pre_split_source_candidate
417,data/raw/v2/ceymo/train/extracted/train/images/417.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/417.xml,JB,JB:1,1,road_marking:1,yes,7a6295669ebb0c837d194101ac21db3c499ef04139cf6dea25d03c514ab4e32b,,unique,audited_source_training_record,pre_split_source_candidate
417a,data/raw/v2/ceymo/train/extracted/train/images/417a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/417a.xml,JB,JB:1,1,road_marking:1,yes,ed5a98ab96dbcebe4444ac136519fc6fdc0ac5484b99d497c3679b7982b4f7cf,,unique,audited_source_training_record,pre_split_source_candidate
417b,data/raw/v2/ceymo/train/extracted/train/images/417b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/417b.xml,JB,JB:1,1,road_marking:1,yes,88300ee05576cb685c543b0a4754e9ccd168f48e493dd1a8c74053bacb7174cd,,unique,audited_source_training_record,pre_split_source_candidate
418,data/raw/v2/ceymo/train/extracted/train/images/418.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/418.xml,JB,JB:1,1,road_marking:1,yes,9f18df114000e634581f419b8da8b65fc0b2cb477fc60d4e1cf6a2427cf34c4b,,unique,audited_source_training_record,pre_split_source_candidate
418a,data/raw/v2/ceymo/train/extracted/train/images/418a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/418a.xml,JB,JB:1,1,road_marking:1,yes,b3087be389bea8bd8ec308142f57b7b4b01c566a7fc7e4ce9335861901d94069,,unique,audited_source_training_record,pre_split_source_candidate
418b,data/raw/v2/ceymo/train/extracted/train/images/418b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/418b.xml,JB,JB:1,1,road_marking:1,yes,f5d9d2db4a3da2e885d44d31c6e43c58209754e4da15371cdf8da9ed689cbdb9,,unique,audited_source_training_record,pre_split_source_candidate
419,data/raw/v2/ceymo/train/extracted/train/images/419.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/419.xml,SA;SLA,SA:2;SLA:1,3,road_marking:3,yes,f145d1b9d32142b64cf7afbdc93099463dd4450195c004f25e125b48ce5e3310,,unique,audited_source_training_record,pre_split_source_candidate
420,data/raw/v2/ceymo/train/extracted/train/images/420.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/420.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,9b087c590fdf2305300bee08960ed9ac10b14122999ab0c1bf24d9766fafe2e1,,unique,audited_source_training_record,pre_split_source_candidate
420a,data/raw/v2/ceymo/train/extracted/train/images/420a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/420a.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,5bcbb5fd9a4e49863e09689771ee0490542aaa679fc46923b03f1ee3a2d0d685,,unique,audited_source_training_record,pre_split_source_candidate
420b,data/raw/v2/ceymo/train/extracted/train/images/420b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/420b.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,bc4d50b785628fdd1c3f85f2438d7d47521fac632679d692481d092f866a3293,,unique,audited_source_training_record,pre_split_source_candidate
420c,data/raw/v2/ceymo/train/extracted/train/images/420c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/420c.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,4a50444e6b2d922c3565cd0c6fb0ad8ae242349cac84cd8fcc4a1be160e1c7b3,,unique,audited_source_training_record,pre_split_source_candidate
420d,data/raw/v2/ceymo/train/extracted/train/images/420d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/420d.xml,RA;SA;SLA,RA:1;SA:2;SLA:1,4,road_marking:4,yes,cb9fed91a7795b0941eaa146a465a169dd6a63121398e4dd6415f726b3e21fb9,,unique,audited_source_training_record,pre_split_source_candidate
421,data/raw/v2/ceymo/train/extracted/train/images/421.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/421.xml,DM,DM:1,1,road_marking:1,yes,acf799c0d8e2b4f8f9a105011004ced554918cb59d168013e68136207ee9ddd8,,unique,audited_source_training_record,pre_split_source_candidate
421a,data/raw/v2/ceymo/train/extracted/train/images/421a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/421a.xml,DM,DM:2,2,road_marking:2,yes,4578e4deebf9af46a9c60af5706c9bf7cb2d2082b8b362cab8381bc813f37ca1,,unique,audited_source_training_record,pre_split_source_candidate
422,data/raw/v2/ceymo/train/extracted/train/images/422.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/422.xml,BL;DM,BL:1;DM:2,3,road_marking:3,yes,cbc8fae4444bf21aa6e2064ca06304ce42241f9fb2b18f919592577de1d5391d,,unique,audited_source_training_record,pre_split_source_candidate
422a,data/raw/v2/ceymo/train/extracted/train/images/422a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/422a.xml,SA,SA:1,1,road_marking:1,yes,312dc47b40a35bdfeef95c50b8c5faaaed5fa942e90d515b6ca87207f4da9ed2,,unique,audited_source_training_record,pre_split_source_candidate
422b,data/raw/v2/ceymo/train/extracted/train/images/422b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/422b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,90ba50a5c1872bbe815056f09739c0e9521a75f53952dad9b0417a83a9c5497e,,unique,audited_source_training_record,pre_split_source_candidate
423,data/raw/v2/ceymo/train/extracted/train/images/423.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/423.xml,SA,SA:2,2,road_marking:2,yes,c924497d0a39a012df938b31166bc786e7da921e369a3428cb66eadd05e01df6,,unique,audited_source_training_record,pre_split_source_candidate
423a,data/raw/v2/ceymo/train/extracted/train/images/423a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/423a.xml,SA;SLA,SA:2;SLA:1,3,road_marking:3,yes,b2feabf828905958bd5719c657f0f54f88c1b0f58cb07831c3c5868f05bec787,,unique,audited_source_training_record,pre_split_source_candidate
423b,data/raw/v2/ceymo/train/extracted/train/images/423b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/423b.xml,SA,SA:2,2,road_marking:2,yes,a9d49ecf0afc169fa24f3a64a56a091ecce86e488393985f5ee0298fe2b93650,,unique,audited_source_training_record,pre_split_source_candidate
424,data/raw/v2/ceymo/train/extracted/train/images/424.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/424.xml,BL,BL:1,1,road_marking:1,yes,7c88f9e406879deb910bd8b1118f9275f899c326bd6876e9fb2446f5bc211c87,,unique,audited_source_training_record,pre_split_source_candidate
424a,data/raw/v2/ceymo/train/extracted/train/images/424a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/424a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,5949440a362fa22c93b5cda1282f144ac0d4e5af8b69dc2b5ce952add34a64c4,,unique,audited_source_training_record,pre_split_source_candidate
424b,data/raw/v2/ceymo/train/extracted/train/images/424b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/424b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,c2f534e305a79723c9f3709381272835ca6028742233f1f1ffb439d42015c8de,,unique,audited_source_training_record,pre_split_source_candidate
425,data/raw/v2/ceymo/train/extracted/train/images/425.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/425.xml,SA,SA:2,2,road_marking:2,yes,c03f50093b0235d5768d6b09267965a6dccf0076db78e0a5aee6681d353b25da,,unique,audited_source_training_record,pre_split_source_candidate
425a,data/raw/v2/ceymo/train/extracted/train/images/425a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/425a.xml,SA,SA:3,3,road_marking:3,yes,c019c7cd4a27dd0f74aa9e01e2f5a1d7d26106b2606203c7445ea9c04d6a56ca,,unique,audited_source_training_record,pre_split_source_candidate
425b,data/raw/v2/ceymo/train/extracted/train/images/425b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/425b.xml,SA,SA:2,2,road_marking:2,yes,1846b58e0982c5a38ad00499c518fc4ad08a301ef4594b894fc417809a5cf13c,,unique,audited_source_training_record,pre_split_source_candidate
426,data/raw/v2/ceymo/train/extracted/train/images/426.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/426.xml,SA,SA:3,3,road_marking:3,yes,be50ac9013ebf9a19c36542baa33318dd45244d5f5d6ea745d1d0ad1c0af301d,,unique,audited_source_training_record,pre_split_source_candidate
426a,data/raw/v2/ceymo/train/extracted/train/images/426a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/426a.xml,SA,SA:2,2,road_marking:2,yes,f954d90689bb8dc56d752c9a6c1736041a78075ec1c958d2ada8c1ea45acfc74,,unique,audited_source_training_record,pre_split_source_candidate
427a,data/raw/v2/ceymo/train/extracted/train/images/427a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/427a.xml,SA,SA:1,1,road_marking:1,yes,d39427dc9e0f12bdaaca6a1dd3651bf42f192caa3e015c70a23e0d3849eb7822,,unique,audited_source_training_record,pre_split_source_candidate
428,data/raw/v2/ceymo/train/extracted/train/images/428.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/428.xml,DM,DM:3,3,road_marking:3,yes,da3d886181aba07418e5b2b686fe36d0f4e635911a2b48147953f14e6e034d14,,unique,audited_source_training_record,pre_split_source_candidate
428a,data/raw/v2/ceymo/train/extracted/train/images/428a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/428a.xml,DM,DM:3,3,road_marking:3,yes,d49c2aa7763fb69fa3bf5f7ffdc7f1d5729f46e3edba5692def881ce07e32dea,,unique,audited_source_training_record,pre_split_source_candidate
430,data/raw/v2/ceymo/train/extracted/train/images/430.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/430.xml,BL,BL:1,1,road_marking:1,yes,994182dda60438540278a4b7f4d17910547669888f49d07530ed10311346811a,,unique,audited_source_training_record,pre_split_source_candidate
430a,data/raw/v2/ceymo/train/extracted/train/images/430a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/430a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,274afd7ce0c671157221694bc5721ba8a626700a50fb8aa6623990cc11480453,,unique,audited_source_training_record,pre_split_source_candidate
430b,data/raw/v2/ceymo/train/extracted/train/images/430b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/430b.xml,SA,SA:1,1,road_marking:1,yes,a72af8ee226f71de81c97d03a56ce28fa85d236d081f99e076ac6633479ed31f,,unique,audited_source_training_record,pre_split_source_candidate
431,data/raw/v2/ceymo/train/extracted/train/images/431.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/431.xml,PC,PC:1,1,road_marking:1,yes,4001bf088cc498db0b26cadd313a97fef8a92abc07aafe4140c2e3a650cfc830,,unique,audited_source_training_record,pre_split_source_candidate
431a,data/raw/v2/ceymo/train/extracted/train/images/431a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/431a.xml,PC,PC:1,1,road_marking:1,yes,ec7f32810b3559f91146e69538d635815e47e61e69e79b0909683e556d607667,,unique,audited_source_training_record,pre_split_source_candidate
432,data/raw/v2/ceymo/train/extracted/train/images/432.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/432.xml,BL,BL:1,1,road_marking:1,yes,b296578ca3d10d8651d76ee78ecf2d01d00bd584e1ead29b037309abadbdfe04,,unique,audited_source_training_record,pre_split_source_candidate
432a,data/raw/v2/ceymo/train/extracted/train/images/432a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/432a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,5c0fcf520460cd164baa5b2c5cff5f14fefd02491883b41f78ed617f1b9a7743,,unique,audited_source_training_record,pre_split_source_candidate
432b,data/raw/v2/ceymo/train/extracted/train/images/432b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/432b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,8d6506d6c476c9ec38f1df442c4106cc5bb59dbfbdc5720c15a36501abec089e,,unique,audited_source_training_record,pre_split_source_candidate
433,data/raw/v2/ceymo/train/extracted/train/images/433.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/433.xml,BL,BL:1,1,road_marking:1,yes,0cfc2aa41d907b28a650fab67be7c9ad87fbbcb07c5fccfb2fc8bf2ec8e61b9d,,unique,audited_source_training_record,pre_split_source_candidate
433a,data/raw/v2/ceymo/train/extracted/train/images/433a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/433a.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,6b8bd9fe15d4168a8a3160cb358a778f36cfdbab814294e808b3a20ee91c61f0,,unique,audited_source_training_record,pre_split_source_candidate
433b,data/raw/v2/ceymo/train/extracted/train/images/433b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/433b.xml,BL;SA,BL:1;SA:1,2,road_marking:2,yes,02adf79a177425b432f78dd7a1b8b9ded78423a71e1128d55038697bb9499551,,unique,audited_source_training_record,pre_split_source_candidate
434,data/raw/v2/ceymo/train/extracted/train/images/434.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/434.xml,BL;RA;SA,BL:1;RA:1;SA:2,4,road_marking:4,yes,66c5ee0e6aa8bb83b18dfd2b48e9f3aa50f1aae6c6eb801e5918db69f6a9d35a,,unique,audited_source_training_record,pre_split_source_candidate
434a,data/raw/v2/ceymo/train/extracted/train/images/434a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/434a.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,fe1b15a30c287e2c9bf1b677d755b201c1adfcccc298039cd18e5393669c6130,,unique,audited_source_training_record,pre_split_source_candidate
434b,data/raw/v2/ceymo/train/extracted/train/images/434b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/434b.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,e76ab58fc3ff7f05dc9a316d700c86ef081b37cbb26df45e100c760812a733ed,,unique,audited_source_training_record,pre_split_source_candidate
434c,data/raw/v2/ceymo/train/extracted/train/images/434c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/434c.xml,BL;RA;SA,BL:1;RA:1;SA:2,4,road_marking:4,yes,8c206cc85c2db77f6a95ed5d697d6c3e7e2bb8ebcfd9bb5685bca8efb30743e7,,unique,audited_source_training_record,pre_split_source_candidate
434d,data/raw/v2/ceymo/train/extracted/train/images/434d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/434d.xml,BL;RA;SA,BL:1;RA:1;SA:2,4,road_marking:4,yes,deb81d06456ffe62322fc3a7a0abd825cc0ff3cc9d8f383254d6d052dacf1756,,unique,audited_source_training_record,pre_split_source_candidate
435,data/raw/v2/ceymo/train/extracted/train/images/435.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/435.xml,SA,SA:3,3,road_marking:3,yes,65ba9c814181e03e66d40ac2112e09f2b1ca1efd4898eaf464dc690cfaa7aec0,,unique,audited_source_training_record,pre_split_source_candidate
435a,data/raw/v2/ceymo/train/extracted/train/images/435a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/435a.xml,SA,SA:3,3,road_marking:3,yes,2a0f13af0817dfa83224b6687a33f4f3378284c3e57662ae1c54eaf9feaeb679,,unique,audited_source_training_record,pre_split_source_candidate
435b,data/raw/v2/ceymo/train/extracted/train/images/435b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/435b.xml,SA,SA:3,3,road_marking:3,yes,8f1d17d0399604b359ef719e1f93217ab3c2004027613cf2833b1dfefe0d2296,,unique,audited_source_training_record,pre_split_source_candidate
435c,data/raw/v2/ceymo/train/extracted/train/images/435c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/435c.xml,SA,SA:2,2,road_marking:2,yes,fab4a913147378335ebcec8ae946dc888b127a51dd7819bff445fca35e6353f8,,unique,audited_source_training_record,pre_split_source_candidate
436,data/raw/v2/ceymo/train/extracted/train/images/436.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/436.xml,SA,SA:2,2,road_marking:2,yes,c3891033988c57c1b9b314b2c3118167a2e0a79227d3daea2d9fdcda4933bfc8,,unique,audited_source_training_record,pre_split_source_candidate
436a,data/raw/v2/ceymo/train/extracted/train/images/436a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/436a.xml,SA,SA:2,2,road_marking:2,yes,cdf4b5eac673a9bcf26d30396fdc6f9ff77c8fdac174f4dd744862690321b834,,unique,audited_source_training_record,pre_split_source_candidate
436b,data/raw/v2/ceymo/train/extracted/train/images/436b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/436b.xml,SA,SA:2,2,road_marking:2,yes,99580b860fed07ee544110594aec92898b1ec6cc04da57d40b07b3edaf8c7955,,unique,audited_source_training_record,pre_split_source_candidate
437a,data/raw/v2/ceymo/train/extracted/train/images/437a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/437a.xml,SA,SA:1,1,road_marking:1,yes,68ca4d9ed3e8bcfd612eed0bb22b8aaf9a6391ad2b9bab05a0d15a334dfab425,,unique,audited_source_training_record,pre_split_source_candidate
437b,data/raw/v2/ceymo/train/extracted/train/images/437b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/437b.xml,SA,SA:2,2,road_marking:2,yes,04608145d6f46980c393cd9534f28bcdf486fa89da16122cb66ca9be299efcbc,,unique,audited_source_training_record,pre_split_source_candidate
438,data/raw/v2/ceymo/train/extracted/train/images/438.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/438.xml,SA,SA:2,2,road_marking:2,yes,ca6774fca9aadec842d11e15fc244b39a0f0318a42a466efd97a4d26198043de,,unique,audited_source_training_record,pre_split_source_candidate
438a,data/raw/v2/ceymo/train/extracted/train/images/438a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/438a.xml,SA,SA:2,2,road_marking:2,yes,a9702ee6ad18c91cf8dbc419c24d4d3ffb3d6f5f967a2e3c579520416d35abce,,unique,audited_source_training_record,pre_split_source_candidate
438b,data/raw/v2/ceymo/train/extracted/train/images/438b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/438b.xml,SA,SA:2,2,road_marking:2,yes,7f1b7c52e1011b6d3ad17fdeaa9c2bf40c3e98ceeba112b9227668e5a654bf3a,,unique,audited_source_training_record,pre_split_source_candidate
439,data/raw/v2/ceymo/train/extracted/train/images/439.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/439.xml,JB,JB:1,1,road_marking:1,yes,b6a7d89ae4366a6dc0bd1aae4cb1a5f13ba36e718c93c98f89aedbc8b1600e47,,unique,audited_source_training_record,pre_split_source_candidate
439a,data/raw/v2/ceymo/train/extracted/train/images/439a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/439a.xml,JB,JB:1,1,road_marking:1,yes,8fcb2bb3eca24b3b0e5f073f4c089d52fabb9c1f460d4a92410e45909e642f9f,,unique,audited_source_training_record,pre_split_source_candidate
450,data/raw/v2/ceymo/train/extracted/train/images/450.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/450.xml,DM,DM:2,2,road_marking:2,yes,fb73f95725e6aff42732fce4fb782a3e9d0950bac0a5f3d15b12f3ce7f48ad88,,unique,audited_source_training_record,pre_split_source_candidate
450a,data/raw/v2/ceymo/train/extracted/train/images/450a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/450a.xml,DM,DM:2,2,road_marking:2,yes,c74cc206938fa4ccbdf1f1aeb3aede0fb44876fa47fcc196b8c8b6c8c44e8bdd,,unique,audited_source_training_record,pre_split_source_candidate
450b,data/raw/v2/ceymo/train/extracted/train/images/450b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/450b.xml,DM,DM:2,2,road_marking:2,yes,28be25c412410875e9d15466dde0dd9bbb0bc937dd07adfeb619e4d6dcea7e97,,unique,audited_source_training_record,pre_split_source_candidate
451,data/raw/v2/ceymo/train/extracted/train/images/451.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/451.xml,DM,DM:2,2,road_marking:2,yes,f73dfc9fcae9b3def329e013c2f5f8b08763a5677dbd4a1ae2b6c56d9b8a83d8,,unique,audited_source_training_record,pre_split_source_candidate
452,data/raw/v2/ceymo/train/extracted/train/images/452.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/452.xml,RA,RA:1,1,road_marking:1,yes,8e508b6c1f7a6a56e8e9cef75df7baae15413a8ca0cbf0f2a70d33b3577d9cc4,,unique,audited_source_training_record,pre_split_source_candidate
