candidate_id,class_label,source_dataset,source_split,source_image_id,split_group_id,region,source_image_path,materialized_image_path,target_box_xywh,crop_box_xyxy,target_box_in_crop_xywh,crop_width,crop_height,training_status,evidence_status,output_sha256
svrdd::train::09002200121901231017371802K_1296222900_482993500::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017371802K_1296222900_482993500,svrdd::train::09002200121901231017371802K_1296222900_482993500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017371802K_1296222900_482993500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_0bef822c0408d1a6d7fa1ba8.jpg,"630.000,671.000,115.000,147.000","504,560,872,928","126.000,111.000,115.000,147.000",368,368,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,363749cecd9e03f3e3d94cd698eb1f0321bd86e0b01e527382235ff468febe63
svrdd::train::09002200121901231017381732K_1296222900_482991700::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231017381732K_1296222900_482991700,svrdd::train::09002200121901231017381732K_1296222900_482991700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017381732K_1296222900_482991700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_65e513ac59226eac6fb2674a.jpg,"638.000,662.000,142.000,159.000","510,542,908,940","128.000,120.000,142.000,159.000",398,398,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,6f7d4fe0b21852c0bb50ce435620079f8114663f20cef4acf671a23f3781590a
svrdd::train::09002200121901231017381732K_1296222900_482991700::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017381732K_1296222900_482991700,svrdd::train::09002200121901231017381732K_1296222900_482991700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017381732K_1296222900_482991700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_75571539249321414477e40f.jpg,"161.999,639.000,730.000,34.000","0,0,1024,1024","161.999,639.000,730.000,34.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,be7abee2e1466fb6274e44a0e3cc0b29dc1924f9a9eab836a7300caabc3e3557
svrdd::train::09002200121901231017391422K_1296223000_482989900::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017391422K_1296223000_482989900,svrdd::train::09002200121901231017391422K_1296223000_482989900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017391422K_1296223000_482989900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_02ff77b5e48ccd391ecae977.jpg,"46.000,738.000,932.000,79.000","0,0,1024,1024","46.000,738.000,932.000,79.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,0527cd6f2e033f3673b8d5a92935d9a3f349b39b0b1c654337b8f5cc6151bf75
svrdd::train::09002200121901231017391422K_1296223000_482989900::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121901231017391422K_1296223000_482989900,svrdd::train::09002200121901231017391422K_1296223000_482989900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017391422K_1296223000_482989900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5ea50b91fd19eb5b89f29e48.jpg,"723.000,599.000,151.000,76.000","610,448,988,826","113.000,151.000,151.000,76.000",378,378,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,60024ff963fe2ea7de7fefc20b75d48f1fd2e064618dc6bf85ff34ab110ba824
svrdd::train::09002200121901231017405122K_1296223100_482987500::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231017405122K_1296223100_482987500,svrdd::train::09002200121901231017405122K_1296223100_482987500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017405122K_1296223100_482987500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_50d500cfe0c212793dcfb7e8.jpg,"699.000,707.000,110.000,103.999","616,621,891,896","83.000,86.000,110.000,103.999",275,275,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,bf7a9621fb72872420e22be7579b7ded14470997ca428737bd70a282097b94bd
svrdd::train::09002200121901231017405122K_1296223100_482987500::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017405122K_1296223100_482987500,svrdd::train::09002200121901231017405122K_1296223100_482987500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017405122K_1296223100_482987500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_72ab12b8445449986b72150f.jpg,"262.000,711.000,94.000,107.000","175,630,443,898","87.000,81.000,94.000,107.000",268,268,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,58b6faa2834bceb3e4a7f3b9e88210b5c7ca26aa3b80f8e5867c35c04f5ca6b8
svrdd::train::09002200121901231017405122K_1296223100_482987500::repaired_road::004,repaired_road,SVRDD_YOLO,train,09002200121901231017405122K_1296223100_482987500,svrdd::train::09002200121901231017405122K_1296223100_482987500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017405122K_1296223100_482987500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_c0a46642016fa49739d0166f.jpg,"569.000,563.000,35.000,45.000","522,522,650,650","47.000,41.000,35.000,45.000",128,128,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b5d89a3dbc9069980dd4e1aeb52ed9d252ca1c7d828fe54890cd8e893c6b3fd5
svrdd::train::09002200121901231017464342K_1296223400_482977700::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231017464342K_1296223400_482977700,svrdd::train::09002200121901231017464342K_1296223400_482977700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017464342K_1296223400_482977700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_197c6af12002186e355b1c87.jpg,"578.000,581.001,28.000,31.000","528,533,656,661","50.000,48.001,28.000,31.000",128,128,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,ad17d58fc67548c3359629ec8751433d5a156018f969ebcde18ff0340726bc6e
svrdd::train::09002200121901231017464342K_1296223400_482977700::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017464342K_1296223400_482977700,svrdd::train::09002200121901231017464342K_1296223400_482977700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017464342K_1296223400_482977700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_44f35b2748d45b1dc04da914.jpg,"1.000,735.001,1023.000,86.000","0,0,1024,1024","1.000,735.001,1023.000,86.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,c6d7dcc9f2498de40910a3a35325872ea11af448fe254317953cf2dfe481ffab
svrdd::train::09002200121901231017474972K_1296223500_482976100::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231017474972K_1296223500_482976100,svrdd::train::09002200121901231017474972K_1296223500_482976100,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017474972K_1296223500_482976100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_6273a418592a1ed98ab8db33.jpg,"1.000,725.000,1023.000,118.000","0,0,1024,1024","1.000,725.000,1023.000,118.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,969529080c448acb676089e06611bb4a80866e8a26de9e4b8f4cfb647a7ab845
svrdd::train::09002200121901231017474972K_1296223500_482976100::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121901231017474972K_1296223500_482976100,svrdd::train::09002200121901231017474972K_1296223500_482976100,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017474972K_1296223500_482976100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9181d539e54fd846deee22ab.jpg,"671.000,610.000,180.000,118.000","536,444,986,894","135.000,166.000,180.000,118.000",450,450,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,479d81c88fe3eeea0062226eaa75688b0224c4904d69084a2f91c2174e64eb15
svrdd::train::09002200121901231017485132K_1296223500_482974400::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231017485132K_1296223500_482974400,svrdd::train::09002200121901231017485132K_1296223500_482974400,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017485132K_1296223500_482974400.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9f17eb1103b714e19f72eb10.jpg,"733.000,649.000,228.000,118.000","454,423,1024,993","279.000,226.000,228.000,118.000",570,570,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,5a240c35d9c9425e893adbe0c51e883077c676fa3941aaf0e53474128091ccc4
svrdd::train::09002200121901231017519972K_1296223700_482968700::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231017519972K_1296223700_482968700,svrdd::train::09002200121901231017519972K_1296223700_482968700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017519972K_1296223700_482968700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_73c7d79461f32e1608854a5b.jpg,"340.000,647.000,95.000,121.000","236,556,538,858","104.000,91.000,95.000,121.000",302,302,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,156dc2f9766d72f29fedcb4b89f9a3272fd1e75eb86a731b99ffb4775a7ded9f
svrdd::train::09002200121901231017519972K_1296223700_482968700::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017519972K_1296223700_482968700,svrdd::train::09002200121901231017519972K_1296223700_482968700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017519972K_1296223700_482968700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_c167c739d1e5cdcf1087f4e5.jpg,"654.000,649.000,210.000,183.000","496,478,1021,1003","158.000,171.000,210.000,183.000",525,525,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,669376c4581bdf85bb7c4fe6d4f598e0f7a20ead26330ce1537d3bd42f3b1776
svrdd::train::09002200121901231017529972K_1296223800_482966900::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231017529972K_1296223800_482966900,svrdd::train::09002200121901231017529972K_1296223800_482966900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017529972K_1296223800_482966900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_acfe90c17fb99649810aa440.jpg,"606.000,609.999,110.000,122.000","508,518,813,823","98.000,91.999,110.000,122.000",305,305,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,9811b4026f097cc4819ce819742667070f35ee421d02cb14f764d81a5b334017
svrdd::train::09002200121901231017539972K_1296223800_482965300::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901231017539972K_1296223800_482965300,svrdd::train::09002200121901231017539972K_1296223800_482965300,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017539972K_1296223800_482965300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_39c60d7a184abea6e2e32077.jpg,"349.000,597.000,75.000,77.000","290,540,482,732","59.000,57.000,75.000,77.000",192,192,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,721527f7adfc2865c8530763dd6fb12ed8ce65cf2f645444c6a22aaac178f09d
svrdd::train::09002200121901231017539972K_1296223800_482965300::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121901231017539972K_1296223800_482965300,svrdd::train::09002200121901231017539972K_1296223800_482965300,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231017539972K_1296223800_482965300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_b26f952eb3aa0c9b86464f73.jpg,"544.001,558.000,95.000,129.000","431,462,753,784","113.001,96.000,95.000,129.000",322,322,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,9e7b1b0095e929b1a53405b5ce3d506cb0f41d09e0192387c44e385f98828ede
svrdd::train::09002200121901231018185632K_1296224400_482946900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231018185632K_1296224400_482946900,svrdd::train::09002200121901231018185632K_1296224400_482946900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231018185632K_1296224400_482946900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_2895e3ed8f275d93f30692d6.jpg,"546.000,607.000,134.000,181.000","387,472,839,924","159.000,135.000,134.000,181.000",452,452,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,2a23cecd04da4cb179312844acc17b88eb910a03edbd486e3e328b13d87477ed
svrdd::train::09002200121901231020510662K_1296229200_482805800::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231020510662K_1296229200_482805800,svrdd::train::09002200121901231020510662K_1296229200_482805800,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231020510662K_1296229200_482805800.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_95d39f6c45a578efd7b0168d.jpg,"835.000,714.000,151.000,85.000","646,568,1024,946","189.000,146.000,151.000,85.000",378,378,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b60402cdcb382fbb8fc9c92b36ea404e289bf1592da674dbffde3628fd34b9a3
svrdd::train::09002200121901231315469662K_1296028800_483155200::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231315469662K_1296028800_483155200,svrdd::train::09002200121901231315469662K_1296028800_483155200,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231315469662K_1296028800_483155200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_0297c5f984e0a4407b111ee9.jpg,"373.000,547.000,91.000,39.999","304,453,532,681","69.000,94.000,91.000,39.999",228,228,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,ffb91b71d502fb5a084d72a02dfd8fcaffc7d698f61ad21efa4487ef666961f7
svrdd::train::09002200121901231355412042L_1295309700_483054900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231355412042L_1295309700_483054900,svrdd::train::09002200121901231355412042L_1295309700_483054900,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901231355412042L_1295309700_483054900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_f1f225bb76ceb7db67a4a0a1.jpg,"270.000,580.000,202.000,130.000","118,392,623,897","152.000,188.000,202.000,130.000",505,505,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b3c34b2a0998737b727c7de80fa34ecf18fc8cbf5c21554e06930064dc9ee3a7
svrdd::train::09002200121901231526240092Q_1296053100_482399400::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231526240092Q_1296053100_482399400,svrdd::train::09002200121901231526240092Q_1296053100_482399400,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231526240092Q_1296053100_482399400.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_1e5b2dda221d7381c13070c2.jpg,"588.000,671.000,52.000,133.000","448,572,780,904","140.000,99.000,52.000,133.000",332,332,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,64963d3f4be7eae6efeaec991df5cb6d0ff80be77ec4483deb6ec15476d9fb21
svrdd::train::09002200121901231526247902Q_1296053100_482398400::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231526247902Q_1296053100_482398400,svrdd::train::09002200121901231526247902Q_1296053100_482398400,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231526247902Q_1296053100_482398400.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_7ea6acf27b4e2cfb7c7b268b.jpg,"580.000,648.000,60.000,154.000","418,532,803,917","162.000,116.000,60.000,154.000",385,385,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,04fbd671fd4ef18ac4852a78b3cb77f23513bac57bbd0f979bc01b3f916f6f67
svrdd::train::09002200121901231616347952L_1295224300_482986900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231616347952L_1295224300_482986900,svrdd::train::09002200121901231616347952L_1295224300_482986900,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901231616347952L_1295224300_482986900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_e58fa89deb8b313552e9f564.jpg,"462.000,642.000,53.000,108.000","354,561,624,831","108.000,81.000,53.000,108.000",270,270,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,e46c84e45472694e79370eac5342f652224ba94af457588c179338932906e89c
svrdd::train::09002200121901231629221532L_1295222500_482954800::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231629221532L_1295222500_482954800,svrdd::train::09002200121901231629221532L_1295222500_482954800,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901231629221532L_1295222500_482954800.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_568b210996a959c3ad6b6239.jpg,"440.000,642.000,63.000,44.000","392,585,550,743","48.000,57.000,63.000,44.000",158,158,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,13cf24273a349c48c22d6bc49cf8a88e6c8a269af118a3b0080139275d56f3b1
svrdd::train::09002200121901231629283412L_1295222400_482950200::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901231629283412L_1295222400_482950200,svrdd::train::09002200121901231629283412L_1295222400_482950200,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901231629283412L_1295222400_482950200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_2679e8b00fde9cba47fe7334.jpg,"251.000,700.000,556.000,59.000","0,0,1024,1024","251.000,700.000,556.000,59.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,277e67643f4405f1ef31d73e8b169a661caa0561728412bb892de53634042bd1
svrdd::train::09002200121901231629480442L_1295222500_482943500::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231629480442L_1295222500_482943500,svrdd::train::09002200121901231629480442L_1295222500_482943500,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901231629480442L_1295222500_482943500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_468f6084cabcf73a082d903a.jpg,"353.000,584.000,61.000,33.000","308,524,460,676","45.000,60.000,61.000,33.000",152,152,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,60bcc38fe911edb6db4ba2910df624b0ef51690b51eb0c8dbc3253b2fb057b8a
svrdd::train::09002200121901231652340872K_1296201200_482808700::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901231652340872K_1296201200_482808700,svrdd::train::09002200121901231652340872K_1296201200_482808700,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901231652340872K_1296201200_482808700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_584da58709ce94559970e9ed.jpg,"31.000,568.999,96.000,33.000","0,465,240,705","31.000,103.999,96.000,33.000",240,240,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b340b55c3b5ee421a501019e3072a6a2e3c1e13a1ca206f63fb7183e7bfe4319
svrdd::train::09002200121901251035118522L_1295532800_482152400::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901251035118522L_1295532800_482152400,svrdd::train::09002200121901251035118522L_1295532800_482152400,Xicheng,data/raw/v2/svrdd/extracted/train/images/Xicheng/09002200121901251035118522L_1295532800_482152400.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_f250354d35641badc592731f.jpg,"421.000,594.000,88.001,57.000","355,512,575,732","66.000,82.000,88.001,57.000",220,220,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,cee77b3007eb599c18f4db431cb0df85d4b3dfe83646eec2d10d6457cf267772
svrdd::train::09002200121901251123458682Q_1296339400_482424900::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901251123458682Q_1296339400_482424900,svrdd::train::09002200121901251123458682Q_1296339400_482424900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901251123458682Q_1296339400_482424900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_6004196a12975d39b0200fe2.jpg,"855.000,713.000,169.000,74.000","602,539,1024,961","253.000,174.000,169.000,74.000",422,422,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,97b55fbfe66e1e697d35d605a334d330e46dd152787ff1c4029a038e81e4cae2
svrdd::train::09002200121901251123458682Q_1296339400_482424900::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121901251123458682Q_1296339400_482424900,svrdd::train::09002200121901251123458682Q_1296339400_482424900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901251123458682Q_1296339400_482424900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_672d036dc5b0488568366672.jpg,"652.000,634.000,179.000,187.000","508,494,976,962","144.000,140.000,179.000,187.000",468,468,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,06df0cdbdda61288d0ee27adedb5635887669daba0a9a207b00302d6b7900a70
svrdd::train::09002200121901251124159012Q_1296314500_482446500::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901251124159012Q_1296314500_482446500,svrdd::train::09002200121901251124159012Q_1296314500_482446500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901251124159012Q_1296314500_482446500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_bbb55a3f65c4925f71f4b6f6.jpg,"391.000,656.000,48.000,150.000","228,544,603,919","163.000,112.000,48.000,150.000",375,375,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,dc882cabd8de01ee3af7bb130eb590670fe1e342d4401ba1734950009f8bd537
svrdd::train::09002200121901251124159012Q_1296314500_482446500::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901251124159012Q_1296314500_482446500,svrdd::train::09002200121901251124159012Q_1296314500_482446500,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901251124159012Q_1296314500_482446500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_06f9455c6650209e49b6fcf3.jpg,"464.000,592.000,32.000,75.000","386,536,574,724","78.000,56.000,32.000,75.000",188,188,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,28956883219f3f725778b25172542a0e651059e651b6253cbc092fac94490ffe
svrdd::train::09002200121901251124172452Q_1296313600_482446900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901251124172452Q_1296313600_482446900,svrdd::train::09002200121901251124172452Q_1296313600_482446900,Dongcheng,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901251124172452Q_1296313600_482446900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_66116b167a32ecc192ca6519.jpg,"441.999,646.000,56.001,192.000","230,502,710,982","211.999,144.000,56.001,192.000",480,480,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,f4c6ac8878b4da5e50aeafd00484e7c56bcd35f49dbf33827867a598d848679e
svrdd::train::09002200121901251227266542L_1295474200_482023300::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901251227266542L_1295474200_482023300,svrdd::train::09002200121901251227266542L_1295474200_482023300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121901251227266542L_1295474200_482023300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_b2e8999fce999f182abe0d72.jpg,"1.000,667.000,154.000,51.000","0,500,385,885","1.000,167.000,154.000,51.000",385,385,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,75ea7740d26dc7f595eb6c63276de49fa5138a7e738feecb6bd561c6753bc826
svrdd::train::09002200121901251227266542L_1295474200_482023300::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121901251227266542L_1295474200_482023300,svrdd::train::09002200121901251227266542L_1295474200_482023300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121901251227266542L_1295474200_482023300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_376996a3a1c4c9e9ff9c3270.jpg,"1.000,664.001,116.000,29.000","0,534,290,824","1.000,130.001,116.000,29.000",290,290,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,e148bb27d4878b39593389fb3a36407fdd7f74e5cac929701887054c394577ec
svrdd::train::09002200121901251227266542L_1295474200_482023300::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121901251227266542L_1295474200_482023300,svrdd::train::09002200121901251227266542L_1295474200_482023300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121901251227266542L_1295474200_482023300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_703a670b9a5d38d6e94741e1.jpg,"3.000,628.000,748.000,115.000","0,0,1024,1024","3.000,628.000,748.000,115.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,d1e3e01ca368c2354c08af0189bd42a86cbb31cb0ce95b801bdced37974dc849
svrdd::train::09002200121901251227266542L_1295474200_482023300::repaired_road::004,repaired_road,SVRDD_YOLO,train,09002200121901251227266542L_1295474200_482023300,svrdd::train::09002200121901251227266542L_1295474200_482023300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121901251227266542L_1295474200_482023300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ffdea90a12bb6caa97235f58.jpg,"271.000,574.000,137.000,94.000","168,450,510,792","103.000,124.000,137.000,94.000",342,342,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,f76ec1c39d412cdff6312907eca913bfaa2c6054da8a0a09e556fd0ab6a59535
svrdd::train::09002200121901251247026032L_1295538200_482032900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121901251247026032L_1295538200_482032900,svrdd::train::09002200121901251247026032L_1295538200_482032900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121901251247026032L_1295538200_482032900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5bc434eee72c5141ef8f6b73.jpg,"18.000,623.001,306.000,75.000","0,259,765,1024","18.000,364.001,306.000,75.000",765,765,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,067faeb40ba7ba02c52dd94f215707915105979ca2965b7883cdb12c3b40eae2
